,budget,vote_average,vote_count,runtime,status,revenue,id_collection,id_genres,id_production_companies,id_keywords,id_countries,id_lan,com_website,title_len,pop_words,is_in_collection,en_language,fr_language,hi_language,es_language,ja_language,ru_language,it_language,ko_language,ta_language,zh_language,genre_ 10402,genre_ 10749,genre_ 10751,genre_ 10752,genre_ 10770,genre_ 12,genre_ 14,genre_ 16,genre_ 18,genre_ 27,genre_ 28,genre_ 35,genre_ 36,genre_ 37,genre_ 53,genre_ 80,genre_ 878,genre_ 9648,genre_ 99,genre_10402,genre_10749,genre_10751,genre_10752,genre_10770,genre_12,genre_14,genre_16,genre_18,genre_27,genre_28,genre_35,genre_36,genre_37,genre_53,genre_80,genre_878,genre_9648,genre_99,genre_<NA>,year,month
16,0,0.0,0,14.0,Released,0,,<NA>,<NA>,<NA>,<NA>,<NA>,0,15,"['the', 'video', 'the', 'last', 'is', 'the', 'of', 'four', 'under', 'the', 'the', 'last', 'the', 'is', 'from', 'memories', 'of', 'two', 'experiences', 'of', 'death.', 'the', 'first', 'was', 'at', 'in', 'when', 'a', 'of', 'his', 'death.', 'the', 'other', 'is', 'from', 'being', 'the', 'witness', 'to', 'a', 'man', 'to', 'death', 'in', 'an', 'east', 'london', 'in']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010.0,1.0
17,2000000,6.9,409,85.0,Released,0,,"878, 28",4,"1280, 2802, 4565, 5397, 6968, 10539, 11001, 12670, 14909, 187579, 191519, 200095, 259981, 262771, 262774, 262775, 262776, 262777",'US',"'en', 'it'",0,21,"['the', 'of', 'a', 'small', 'town', 'are', 'when', 'a', 'in', 'the', 'until', 'they', 'discover', 'it', 'is', 'the', 'first', 'of', 'many', 'from', 'an', 'army', 'of', 'to', 'any', 'even', 'the']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1953.0,8.0
18,0,7.1,469,81.0,Released,0,,"16, 10751",5024,"10542, 14577",'US','en',0,31,"['is', 'a', 'young', 'country', 'girl', 'who', 'to', 'paris', 'to', 'pursue', 'her', 'big', 'dream', '–', 'to', 'become', 'a', 'female', 'never', 'could', 'she', 'she', 'would', 'meet', 'three', 'other', 'girls', 'who', 'secretly', 'share', 'the', 'same', 'using', 'their', 'special', 'the', 'girls', 'work', 'together', 'as', 'a', 'team', 'to', 'a', 'plot', 'and', 'save', 'the', ""it's"", 'all', 'for', 'one', 'and', 'one', 'for']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009.0,9.0
19,0,6.8,401,108.0,Released,0,,"18, 80, 36, 10770","99963, 7625, 7429, 132844","9398, 9672, 10873, 163072, 239275, 252104",'US','en',0,13,"['a', 'of', 'a', 'school', 'works', 'for', 'the', 'of', 'the', 'when', 'an', 'scheme', 'is', 'to', 'destroy']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019.0,8.0
20,0,0.0,0,99.0,Released,0,,"27, 9648, 53",108441,<NA>,'CA','en',0,14,"['to', 'with', 'jason', 'into', 'his', 'in', 'an', 'attempt', 'to', 'avoid', 'with', 'a', 'up', 'in', 'his', 'his', 'mental', 'state', 'on', 'the', 'he', 'meets', 'his', 'beautiful', 'from', 'down', 'the', 'and', 'a', 'relationship', 'begins', 'to', 'jason', 'the', 'to', 'his', 'he', 'becomes', 'more', 'and', 'more', 'by', 'her', 'as', 'strange', 'and', 'mysterious', 'things', 'begin', 'to', 'in', 'the', 'him', 'to', 'question', 'with', 'his', 'life', 'out', 'of', 'we', 'soon', 'realize', 'that', 'things', 'always', 'as', 'they', 'as', 'he', 'struggles', 'to', 'the', 'one', 'thing', 'he', 'wants', '-']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2021.0,1.0
21,0,5.3,17,89.0,Released,0,284359,10751,49759,"15162, 207317",'US','en',0,32,"['in', 'this', 'her', 'friends', 'and', 'her', 'a', 'but', 'must', 'protect', 'the', 'from', 'some', 'in', 'order', 'to', 'save']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013.0,5.0
22,1500000,5.3,7,112.0,Released,0,,18,<NA>,<NA>,<NA>,'en',0,11,"['a', 'young', 'up', 'and', 'coming', 'artist', 'in', 'new', 'york', 'city', 'has', 'his', 'life', 'and', 'dreams', 'when', 'the', 'tragic', 'events', 'of', 'take', 'the', 'lives', 'of', 'his', 'two', 'best', 'friends', 'and', 'he', 'of', 'the', 'two', 'young', 'now', 'years', 'later,', 'and', 'art', 'at', 'an', 'school,', 'he', 'the', 'girls', 'as', 'if', 'they', 'were', 'his', 'but', 'the', 'to', 'live', 'in', 'is', 'too', 'so', 'he', 'decides', 'to', 'take', 'the', 'girls', 'away', 'from', 'the', 'only', 'place', 'ever', 'called', 'home', 'and', 'move', 'back', 'to', 'where', 'he', 'this', 'family', 'now', 'with', 'new', 'and', 'a', 'new', 'must', 'learn', 'how', 'to', 'to', 'this', 'new', 'life,', 'while', 'trying', 'to', 'find', 'themselves', 'along', 'the', 'way.']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0,9.0
23,0,6.2,224,119.0,Released,0,446782,18,"738, 2372, 10425, 14036, 14037","242, 697, 33494",'US','en',0,40,"['a', 'new', 'york', 'relationship', 'is', 'after', 'the', 'of', 'their', 'this', 'film', 'is', 'the', 'of', 'the', 'two', 'and', 'that', 'at', 'the', 'film']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014.0,5.0
24,250000,5.5,66,82.0,Released,0,,27,15062,"242, 246, 586, 4426, 9748, 9826, 9856, 10093, 10714, 12339, 13158, 14765, 14805, 18082, 155490, 155733, 157701, 158567, 222314",'US','en',0,21,"['as', 'a', 'was', 'by', 'his', 'mother', 'who', 'used', 'as', 'a', 'now', 'a', 'women', 'at', 'then', 'takes', 'them', 'home', 'where', 'he', 'them', 'with', 'a']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1979.0,1.0
25,0,0.0,0,30.0,Released,0,,<NA>,<NA>,<NA>,<NA>,<NA>,0,26,"['in', 'the', 'and', 'crew', 'with', 'to', 'about', 'film', 'the']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005.0,4.0
26,0,7.3,349,134.0,Released,0,,"18, 36, 10752","21948, 1704, 23417, 998","1956, 4264",'DE',"'de', 'ru'",0,10,"['follows', 'the', 'of', 'a', 'german', 'through', 'the', 'brutal', 'fighting', 'of', 'the', 'battle', 'of', 'after', 'having', 'their', 'number', 'out', 'and', 'after', 'being', 'under', 'the', 'of', 'a', 'the', 'of', 'the', 'leads', 'his', 'men', 'to', 'the', 'men', 'of', 'the', 'attempt', 'to', 'escape', 'from', 'the', 'city', 'which', 'is', 'now', 'by', 'the']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993.0,1.0
27,16400000,6.0,139,108.0,Released,0,171439,"28, 53","41, 3597","716, 1576, 1879, 3149, 3199, 6104, 8440, 9663, 9826, 11719, 12093, 12371, 14601, 33490",'US',<NA>,0,4,"['man', 'is', 'now', 'a', 'the', 'of', 'his', 'girlfriend', 'is', 'a', 'he', 'asks', 'to', 'help', 'a', 'the', 'goes', 'well', 'until', 'some', 'unknown', 'man', 'both', 'the', 'killer', 'and', 'it', 'was', 'the', 'killer', 'who', 'killed', 'mike', 'but', 'knows', 'it', 'is', 'involved', 'with', 'so', 'he', 'calls', 'on', 'the', 'cop', 'from', 'the', 'last', 'who', 'is', 'now', 'a', 'for', 'help', 'and', 'they', 'discover', ""it's"", 'not', 'just', 'they', 'have', 'to']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1991.0,4.0
28,0,6.3,3,59.0,Released,0,,"18, 9648",48266,"8250, 33505",'GB','en',0,20,"['the', 'man', 'from', 'is', 'a', 'from', 'director', 'james', 'young', 'has', 'been', 'by', 'her', 'rich', 'uncle', 'to', 'live', 'in', 'his', 'country', 'but', 'she', 'soon', 'finds', 'herself', 'by', 'the', 'of', 'an', 'who', 'is', 'this', 'man', 'from', 'and', 'just', 'is', 'he', 'to', 'her']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1975.0,1.0
29,0,0.0,0,44.0,Released,0,,99,<NA>,<NA>,<NA>,'en',0,20,"['has', 'long', 'been', 'as', 'nothing', 'more', 'than', 'a', 'way', 'to', 'our', 'but', 'what', 'if', 'it', 'can', 'control', 'our', 'us', 'to', 'make', 'and', 'help', 'us', 'to', 'fight', 'off', 'like', 'we', 'travel', 'the', 'world', 'to', 'investigate', 'how', 'new', 'has', 'the', 'as', 'an', 'and']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016.0,1.0
30,0,8.5,2,90.0,Released,0,,"18, 10749",<NA>,<NA>,<NA>,'nl',0,17,"['a', 'few', 'each', 'the', 'that', 'are', 'our', 'and', 'life', 'is', 'beautiful', 'shows', 'us', 'just', 'how', 'life', 'really', 'by', 'and', 'every', 'day', 'and', 'in', 'short']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009.0,1.0
31,0,0.0,0,0.0,In Production,0,,10749,<NA>,<NA>,<NA>,<NA>,0,14,"['movie', 'is', 'a', 'romantic', 'action', 'by', 'and', 'by', 'and', 'while', 'music', 'for', 'this', '', 'is', 'playing', 'the', 'lead', 'and', 'this', 'is', 'his']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
32,0,8.0,9,39.0,Released,0,,99,<NA>,"1529, 5565, 13014, 263548",'IN',"'en', 'hi'",0,18,"['this', 'documentary', 'a', 'former', 'who', 'runs', 'a', 'home', 'for', 'children', 'in', 'the', 'and', 'his', 'relationship', 'with', 'its', 'troubled']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015.0,8.0
33,0,5.1,171,100.0,Released,0,397444,"28, 35","23, 17009","1568, 1812, 4590, 10103, 10508, 10873, 11860",'US','en',0,18,"['assigned', 'to', 'stolen', 'a', 'fbi', 'agent', 'goes', 'undercover', 'as', 'a', 'but', 'the', 'is', 'more', 'than', 'he']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016.0,5.0
34,3500000,6.0,1614,69.0,Released,0,86027,"10751, 12, 16, 10749",3475,"539, 4344, 9663, 9748, 15252, 18165, 179430, 198756",'US','en',0,19,"['the', 'evil', 'escapes', 'from', 'the', 'magic', 'as', 'an', 'to', 'plot', 'his', 'revenge', 'against', 'from', 'to', 'inside', 'an', ""it's"", 'up', 'to', '-', 'with', 'princess', 'and', 'the', 'by', 'his', 'side', '-', 'to', 'save', 'the', 'once', 'and', 'for', 'all.']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,12.0
35,0,6.5,555,103.0,Released,0,534079,35,"3578, 7561, 8350",<NA>,'FR','fr',0,6,"['with', 'her', 'its', 'into', 'second', 'to', 'get', 'of', 'the', 'of', 'to', 'up', 'the', 'she', 'made', 'a', 'with', 'her', 'best', 'friend', 'to', 'go', 'out', 'with', 'the', 'first', 'boy', 'who', 'the', 'no', 'the', 'boy', 'turns', 'out', 'to', 'be', 'the', 'most', 'guy', 'of', 'high', 'school.', 'the', 'is', 'complicated', 'for', 'between', 'the', 'of', 'of', 'high', 'school,', 'a', 'mother', 'his', 'little', 'sister,', 'is', 'a']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016.0,10.0
36,10000000,6.6,227,104.0,Released,0,,"35, 28","71988, 3054, 7405, 107789, 2734","10325, 14731, 14743, 15016, 191028",'HK','cn',0,3,"['at', 'end', 'up', 'as', 'a', 'and', 'a', 'new', 'york', 'when', 'the', 'travels', 'to', 'for', 'a', 'the', 'two', 'get', 'for', 'each', 'other.']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1992.0,1.0
37,0,6.9,379,103.0,Released,0,,"18, 10749","7640, 18159","818, 1253, 1284, 1328, 2983, 8508, 9673, 10873, 162342, 187056",'CA','en',0,18,"['lost', 'and', 'is', 'the', 'story', 'of', 'three', 'first', 'love,', 'their', 'of', 'sexual', 'and', 'their', 'search', 'for', 'set', 'in', 'a', 'private', 'school', 'by', 'green', 'lost', 'and', 'moves', 'from', 'and', 'to', 'the', 'of']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001.0,1.0
38,0,6.0,2,90.0,Released,0,,<NA>,<NA>,<NA>,<NA>,'en',0,12,"['car', 'in', 'east', 'the', 'for', 'gang', 'and', 'a', 'romance', 'between', 'in', 'his', 'first', 'and', 'the', 'to', 'the']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1983.0,3.0
39,0,3.0,1,144.0,Released,0,,"35, 28",125903,<NA>,'NG','en',0,18,"['a', 'becomes', 'in', 'a', 'reality', 'show', 'up', 'with', 'most', 'even', 'it.']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017.0,1.0
40,0,0.0,0,0.0,Released,0,,<NA>,<NA>,<NA>,<NA>,<NA>,0,66,[],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010.0,1.0
41,0,5.5,52,91.0,Released,0,,53,<NA>,<NA>,<NA>,<NA>,0,14,"['a', 'team', 'of', 'two', 'is', 'with', 'a', 'who', 'down', 'and', 'a', 'popular', 'social']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013.0,5.0
